sourcePath,sourceRelativePath,sourceSha256,sourceHadNoAlpha,preset,preserveSourceDimensions,targetContentHeight,status,skippedReason,outputPath,outputSha256,sourceSize,sourceBoundingBox,scaleRatio,contentSize,outputSize,outputBoundingBox,contentBoundingBox,bottomCenterAnchor,normalizedPivotX,normalizedPivotY,requestedColors,actualColors,requestedPaletteColorCount,actualPaletteColorCount,opaquePixelCount,transparentPixelCount,sourceUniqueColorEstimate,outputUniqueColorCount,alphaValues,elapsedMilliseconds,warningCodes,errorMessage,algorithmVersion,presetConfigHash,saturationPreset,saturationMultiplier,saturationAdjustedPixelCount,saturationClampedPixelCount
E:\mercenary-rpg\asset_work\character_sources\EX_ex_cardboard_dragon_boxcalibur_골판지_드래곤_박스칼리버_0002_transparent.png,EX_ex_cardboard_dragon_boxcalibur_골판지_드래곤_박스칼리버_0002_transparent.png,ec1a77597107a9b49633e712eda87dcef9652d2e9efd4578fba42ae68473dc90,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\EX_ex_cardboard_dragon_boxcalibur_골판지_드래곤_박스칼리버_0002_transparent.png,ebc31c159df2dfde98c37a13d5409c27acd1391fe0129310f011361b5d05f294,"[1664,2432]","[173,41,1538,2399]",1.0,"[1365,2358]","[1374,2370]","[4,8,1366,2366]","[4,8,1366,2366]","[687.0,2366.0]",0.5,0.9983122362869198,16,16,16,16,1376280,1880100,61453,16,"[0,255]",2833.353,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,36925,3940
E:\mercenary-rpg\asset_work\character_sources\EX_ex_contract_bug_bytebell_버그_먹은_회계요정_바이트벨_0001_transparent.png,EX_ex_contract_bug_bytebell_버그_먹은_회계요정_바이트벨_0001_transparent.png,5413ee7e84006b01c5fa2fd53475fb38c77b08ef5fcbdbc197a39d37b34b40b5,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\EX_ex_contract_bug_bytebell_버그_먹은_회계요정_바이트벨_0001_transparent.png,b697400fca1c8bcca423958c29451e8e39d0068e2cd045a3764a3d57fa8a3c42,"[1664,2432]","[87,25,1626,2432]",1.0,"[1539,2407]","[1548,2418]","[4,7,1540,2413]","[4,7,1540,2413]","[774.0,2413.0]",0.5,0.9979321753515302,16,16,16,16,1665648,2077416,71749,16,"[0,255]",3730.327,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,44049,3341
E:\mercenary-rpg\asset_work\character_sources\EX_ex_green_helm_medic_그린_헬름_0002_transparent.png,EX_ex_green_helm_medic_그린_헬름_0002_transparent.png,cb43e4984eb05d9be5acc933e422197d8f89b3c59774b67749a280f39e25ce18,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\EX_ex_green_helm_medic_그린_헬름_0002_transparent.png,06c1284976186a0480180f2296dcaa1731fbfe9b005b5ab21442198124352689,"[1664,2432]","[137,8,1448,2432]",1.0,"[1311,2424]","[1320,2436]","[4,8,1312,2432]","[4,8,1312,2432]","[660.0,2432.0]",0.5,0.9983579638752053,16,16,16,16,1667520,1548000,48597,16,"[0,255]",3416.016,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,44859,1042
E:\mercenary-rpg\asset_work\character_sources\EX_ex_mooncancer_bb_chan_BB쨩_0003_transparent.png,EX_ex_mooncancer_bb_chan_BB쨩_0003_transparent.png,bee4e5633c4b0b72d479f3ec114e352de4ab4893193fb670f85a374c5169fab6,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\EX_ex_mooncancer_bb_chan_BB쨩_0003_transparent.png,09bea98750b59bd31ccf6a1d53b34a496c40797e16eb8adc1f3fa55aa6fe0a6e,"[1664,2432]","[38,0,1612,2428]",1.0,"[1574,2428]","[1584,2436]","[5,4,1577,2432]","[5,4,1577,2432]","[792.0,2432.0]",0.5,0.9983579638752053,16,16,16,16,1554720,2303904,67956,16,"[0,255]",3449.755,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,42344,1358
E:\mercenary-rpg\asset_work\character_sources\EX_ex_moonlit_idol_knight_lunabelle_월광_아이돌_기사_루나벨_0001_transparent.png,EX_ex_moonlit_idol_knight_lunabelle_월광_아이돌_기사_루나벨_0001_transparent.png,e8f6ef3ddae43ee48439876225e84add651d261594fe5765bccb1bffce6cad4e,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\EX_ex_moonlit_idol_knight_lunabelle_월광_아이돌_기사_루나벨_0001_transparent.png,42ef109f37c229f72dcbb994400fef6fe4aed6fd4a59c61066b2cfe342dc31a2,"[1664,2432]","[0,94,1643,2419]",1.0,"[1643,2325]","[1656,2334]","[6,5,1649,2327]","[6,5,1649,2327]","[828.0,2327.0]",0.5,0.9970008568980291,16,16,16,16,1561830,2303274,73136,16,"[0,255]",3430.158,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,40845,10106
E:\mercenary-rpg\asset_work\character_sources\G_g_bearkin_female_001_곰수인_여성_프리셋_001_0001.png,G_g_bearkin_female_001_곰수인_여성_프리셋_001_0001.png,da4a80649b58fb2bca911711e2e80557528a93880959d084562ac458404d8943,True,website_master,True,,SKIPPED,UNCHANGED_SOURCE_PRESET_AND_ALGORITHM,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_bearkin_female_001_곰수인_여성_프리셋_001_0001.png,dbad053e06148d4b390932183bbb9ca229119028bb570913cc291d0e01b57d21,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,12340,16,"[0,255]",0.0,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,30529,376
E:\mercenary-rpg\asset_work\character_sources\G_g_bearkin_male_001_곰수인_남성_프리셋_001_0001.png,G_g_bearkin_male_001_곰수인_남성_프리셋_001_0001.png,3a7ce53ff54397363cda78881bd5b1609ebc335a36c51ee48f879ecd6c0d3598,True,website_master,True,,SKIPPED,UNCHANGED_SOURCE_PRESET_AND_ALGORITHM,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_bearkin_male_001_곰수인_남성_프리셋_001_0001.png,94dfb622496042b929bef80eb1fc836d1d17bec60eee4976752d7d16ba867242,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,18039,16,"[0,255]",0.0,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,50066,342
E:\mercenary-rpg\asset_work\character_sources\G_g_catkin_female_001_고양이수인_여성_프리셋_001_0001.png,G_g_catkin_female_001_고양이수인_여성_프리셋_001_0001.png,0f87b6d00c538e3a3f9eb18b9b308e3e824ce380817cc6e423baf0990d1ecfd1,True,website_master,True,,SKIPPED,UNCHANGED_SOURCE_PRESET_AND_ALGORITHM,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_catkin_female_001_고양이수인_여성_프리셋_001_0001.png,92c026c5e867f6b391595bfb2d2f88b728462d8a258cfa3700e7f3faa34404df,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,10132,16,"[0,255]",0.0,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,22108,417
E:\mercenary-rpg\asset_work\character_sources\G_g_catkin_male_001_고양이수인_남성_프리셋_001_0001.png,G_g_catkin_male_001_고양이수인_남성_프리셋_001_0001.png,11c240756d6202517f8f69e7e974ab1d5e01309affe0f41e3be17f0521d7b7ba,True,website_master,True,,SKIPPED,UNCHANGED_SOURCE_PRESET_AND_ALGORITHM,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_catkin_male_001_고양이수인_남성_프리셋_001_0001.png,e5841d1cc8eaa6316f12444576b4f3fd6cf39e1d6d750edf58afc1aa56e162f2,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,12163,16,"[0,255]",0.0,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,29673,252
E:\mercenary-rpg\asset_work\character_sources\G_g_centaur_female_001_켄타우로스_여성_프리셋_001_0001.png,G_g_centaur_female_001_켄타우로스_여성_프리셋_001_0001.png,9db876a3fef8796afada6f6706aa0bd4bd448b6c0c18aaf3bebad9e02f5c2ccc,True,website_master,True,,SKIPPED,UNCHANGED_SOURCE_PRESET_AND_ALGORITHM,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_centaur_female_001_켄타우로스_여성_프리셋_001_0001.png,e0c7cd751aa7e9b31466e8ddc1ce7ee57891d9247ca28095d95626de73a4bbe8,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,14781,16,"[0,255]",0.0,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,34876,696
E:\mercenary-rpg\asset_work\character_sources\G_g_centaur_male_001_켄타우로스_남성_프리셋_001_0001.png,G_g_centaur_male_001_켄타우로스_남성_프리셋_001_0001.png,9c296d122e68ff9005f77083a27faf0f6d4c273b34321dfbe6b4f86b7a807270,True,website_master,True,,SKIPPED,UNCHANGED_SOURCE_PRESET_AND_ALGORITHM,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_centaur_male_001_켄타우로스_남성_프리셋_001_0001.png,2dbae5929b5c1ad89f76fbe3f216cc6b47e020452c301578ebc92daf734de4b1,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,8551,16,"[0,255]",0.0,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,34603,574
E:\mercenary-rpg\asset_work\character_sources\G_g_deerkin_female_001_사슴수인_여성_프리셋_001_0001.png,G_g_deerkin_female_001_사슴수인_여성_프리셋_001_0001.png,82e5af9f27f32f1cd9e46f3f6ecd5f7d8bfac705aeb304283fd1137b3ad6a81d,True,website_master,True,,SKIPPED,UNCHANGED_SOURCE_PRESET_AND_ALGORITHM,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_deerkin_female_001_사슴수인_여성_프리셋_001_0001.png,1dc46104c96c3b75d338c73a83f32b387cc9191dc2933d83e8bb99bd75e9d1a0,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,12042,16,"[0,255]",0.0,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,22533,167
E:\mercenary-rpg\asset_work\character_sources\G_g_deerkin_male_001_사슴수인_남성_프리셋_001_0001.png,G_g_deerkin_male_001_사슴수인_남성_프리셋_001_0001.png,0a57084147d6cf1f054a017628dd8fa2982a23be5f0f9bd9e37090abf2412a1b,True,website_master,True,,SKIPPED,UNCHANGED_SOURCE_PRESET_AND_ALGORITHM,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_deerkin_male_001_사슴수인_남성_프리셋_001_0001.png,6c645076e91117d49bbf5e8e6f4eef12c9a89ec0b7ef6aac858d5b1dfbd3111d,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,15461,16,"[0,255]",0.0,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,33589,194
E:\mercenary-rpg\asset_work\character_sources\G_g_dwarf_female_001_드워프_여성_프리셋_001_0001.png,G_g_dwarf_female_001_드워프_여성_프리셋_001_0001.png,1933bca015b1890793e82fd429874a8ea492122c208b9038366b0c17f672cf3c,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_dwarf_female_001_드워프_여성_프리셋_001_0001.png,8a0b234bba31295a9c9490917a5e92bfbd14f000be8f347a9280bd347bb3cef4,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,11940,16,"[0,255]",8188.403,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,26682,203
E:\mercenary-rpg\asset_work\character_sources\G_g_dwarf_male_001_드워프_남성_프리셋_001_0001.png,G_g_dwarf_male_001_드워프_남성_프리셋_001_0001.png,cf858780055e798682c00d1dd702f324a7cd1fa7e6ed23000915a51a5231c5e5,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_dwarf_male_001_드워프_남성_프리셋_001_0001.png,73288f41fbd649b25470e58679121a0ce5688934f0e3d51440de90b14c0141fc,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,15365,16,"[0,255]",8335.258,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,47032,422
E:\mercenary-rpg\asset_work\character_sources\G_g_elf_female_001_엘프_여성_프리셋_001_0001.png,G_g_elf_female_001_엘프_여성_프리셋_001_0001.png,51bbb7a322362c892103e5f88ede4150646298b4e2bb898fe2c1fe806a665429,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_elf_female_001_엘프_여성_프리셋_001_0001.png,5dca93074d3bb14aad38b1d275046c9866816a4482918c830c15c71781b3e017,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,13370,16,"[0,255]",8199.84,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,24978,301
E:\mercenary-rpg\asset_work\character_sources\G_g_elf_male_001_엘프_남성_프리셋_001_0001.png,G_g_elf_male_001_엘프_남성_프리셋_001_0001.png,b3642cea9da5db093c741fc3a3e594bc74f28143e26f8c6d5f6921a5e7fd97a5,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_elf_male_001_엘프_남성_프리셋_001_0001.png,ebfc43579c6cdc51c5a2758ad7c3b6933dd25fe7958c80624e6504e01b93653a,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,11389,16,"[0,255]",7909.762,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,30499,316
E:\mercenary-rpg\asset_work\character_sources\G_g_foxkin_female_001_여우수인_여성_프리셋_001_0001.png,G_g_foxkin_female_001_여우수인_여성_프리셋_001_0001.png,acde72709f9d3c85fec3b2aaf2dd5ed6275c727aa63dbccb87d353cc2a4b93cf,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_foxkin_female_001_여우수인_여성_프리셋_001_0001.png,b510eb7c2d98f16d3464a13cf666c76fcfea8134674435d69cb8b78172dbd737,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,11761,16,"[0,255]",8174.836,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,29099,282
E:\mercenary-rpg\asset_work\character_sources\G_g_foxkin_male_001_여우수인_남성_프리셋_001_0001.png,G_g_foxkin_male_001_여우수인_남성_프리셋_001_0001.png,a9b22d9629d69e295355de47bbfb7832aa37b8b1415bd6c684daf1700797d2ef,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_foxkin_male_001_여우수인_남성_프리셋_001_0001.png,47aa196a71682d5c4c63bd1842b6cbf92422ae896d6ba1c362054bc0b4b573c8,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,14597,16,"[0,255]",8197.44,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,111771,605
E:\mercenary-rpg\asset_work\character_sources\G_g_goblin_female_001_고블린_여성_프리셋_001_0001.png,G_g_goblin_female_001_고블린_여성_프리셋_001_0001.png,1d45e924a67ee22a50cf1a1d15a475d25c8275d1b22a8d5391154e0dc7e3e2ef,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_goblin_female_001_고블린_여성_프리셋_001_0001.png,0ea7ff13a81e732464f47870c94b3dcb4d254f50a91e0ff92f98e5d65c4fd6fa,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,14973,16,"[0,255]",7888.115,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,27228,277
E:\mercenary-rpg\asset_work\character_sources\G_g_goblin_male_001_고블린_남성_프리셋_001_0001.png,G_g_goblin_male_001_고블린_남성_프리셋_001_0001.png,bd77417274f1480e119329383cd9856029fb9195267d03d3c5ee8475a6367623,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_goblin_male_001_고블린_남성_프리셋_001_0001.png,54495e3ebb40d65bf8ed9de7c75e6bda07fda791916287b9e581989836936d55,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,14126,16,"[0,255]",7914.504,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,30259,361
E:\mercenary-rpg\asset_work\character_sources\G_g_golem_female_001_골렘_여성_프리셋_001_0001.png,G_g_golem_female_001_골렘_여성_프리셋_001_0001.png,e75da28a3caea5a1cd46c108a5f0464c85dd008b4c2fcd89165605bf6f2f3e9f,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_golem_female_001_골렘_여성_프리셋_001_0001.png,636bae31aea734274389a23c8b926b2097afa212f08cfb3a603201986c88b502,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,12406,16,"[0,255]",8831.007,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,22772,205
E:\mercenary-rpg\asset_work\character_sources\G_g_golem_male_001_골렘_남성_프리셋_001_0001.png,G_g_golem_male_001_골렘_남성_프리셋_001_0001.png,a8473c3697f6e337db29f5840303236899b37bd52a6d8d3bc862b2a14e05660b,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_golem_male_001_골렘_남성_프리셋_001_0001.png,d2a86f652debd8752038bd153441c0c26b25c780067a449793cfc7a54583bfbb,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,13626,16,"[0,255]",8516.165,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,32566,441
E:\mercenary-rpg\asset_work\character_sources\G_g_harpy_female_001_하피_여성_프리셋_001_0001.png,G_g_harpy_female_001_하피_여성_프리셋_001_0001.png,4f25eda57763657e776cfc3be83f497b8306d78138ca80ebc00efb97a71f2e6a,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_harpy_female_001_하피_여성_프리셋_001_0001.png,83d98eb229ff00c6256cac85bb78f4d4b27c2d01a0176a6aa299d624f6fedd96,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,20205,16,"[0,255]",8979.118,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,38494,191
E:\mercenary-rpg\asset_work\character_sources\G_g_harpy_male_001_하피_남성_프리셋_001_0001.png,G_g_harpy_male_001_하피_남성_프리셋_001_0001.png,9fb5001fd5084dac3fd4075dd748713025fd1bf7a72a70ed683d48f2a76f6682,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_harpy_male_001_하피_남성_프리셋_001_0001.png,89955054ce34920d8b9472c91be9ab5f7d5a6c60d6009d00479e72876b806c00,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,28436,16,"[0,255]",8907.218,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,50628,596
E:\mercenary-rpg\asset_work\character_sources\G_g_human_female_001_인간_여성_프리셋_001_0001.png,G_g_human_female_001_인간_여성_프리셋_001_0001.png,96694bc40b41e1f59bfbad507a52e9197e0566a62e3cdb745edfef3e152da9b5,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_human_female_001_인간_여성_프리셋_001_0001.png,5a3abf3e0777288ab2433e62b25dcbee1ce132e961eb929a6cd588c3c895d7e9,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,13101,16,"[0,255]",8650.597,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,29226,258
E:\mercenary-rpg\asset_work\character_sources\G_g_human_male_001_인간_남성_프리셋_001_0001.png,G_g_human_male_001_인간_남성_프리셋_001_0001.png,28e6e92540b3f79c207837f79293ba6d155e6da3b2232fd9155ed0dd42b01b40,True,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\G_g_human_male_001_인간_남성_프리셋_001_0001.png,5301aba1b9b7e8756cc678e15a21f4260a16097973b07f9faa499fc21420fb30,"[1664,2432]","[0,0,1664,2432]",1.0,"[1664,2432]","[1674,2442]","[5,6,1667,2436]","[5,6,1667,2436]","[837.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,4038660,49248,9352,16,"[0,255]",8556.235,"[""SOURCE_HAS_NO_ALPHA"",""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,37976,326
