sourcePath,sourceRelativePath,sourceSha256,sourceHadNoAlpha,preset,preserveSourceDimensions,targetContentHeight,status,skippedReason,outputPath,outputSha256,sourceSize,sourceBoundingBox,scaleRatio,contentSize,outputSize,outputBoundingBox,contentBoundingBox,bottomCenterAnchor,normalizedPivotX,normalizedPivotY,requestedColors,actualColors,requestedPaletteColorCount,actualPaletteColorCount,opaquePixelCount,transparentPixelCount,sourceUniqueColorEstimate,outputUniqueColorCount,alphaValues,elapsedMilliseconds,warningCodes,errorMessage,algorithmVersion,presetConfigHash,saturationPreset,saturationMultiplier,saturationAdjustedPixelCount,saturationClampedPixelCount
E:\mercenary-rpg\asset_work\character_sources\R_r_catkin_infiltrator_nyara_고양이수인_첩보원_냐라_0001_transparent.png,R_r_catkin_infiltrator_nyara_고양이수인_첩보원_냐라_0001_transparent.png,84d5d5073ac1ca2ba10bb502b3a9842025719fd210799bf16a55add6795c3e04,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_catkin_infiltrator_nyara_고양이수인_첩보원_냐라_0001_transparent.png,ccc7a2d3650588268bc742e47f59f89c50b12a543af3a6559b34048acf3b81c0,"[1664,2432]","[281,0,1437,2427]",1.0,"[1156,2427]","[1164,2436]","[4,5,1156,2429]","[4,5,1156,2429]","[582.0,2429.0]",0.5,0.9971264367816092,16,16,16,16,1231956,1603548,26533,16,"[0,255]",2626.649,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,32941,371
E:\mercenary-rpg\asset_work\character_sources\R_r_catkin_rooftop_scout_neria_지붕길_정찰꾼_네리아_0001_transparent.png,R_r_catkin_rooftop_scout_neria_지붕길_정찰꾼_네리아_0001_transparent.png,4ca6192840da58b970fe4b4baba8d992f9223adaa231bb9f585909afb56c9489,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_catkin_rooftop_scout_neria_지붕길_정찰꾼_네리아_0001_transparent.png,e1642efd9c061c7bb8642e4be74eae6306c7fb097ed369233223bdd727d3a963,"[1664,2432]","[159,0,1547,2432]",1.0,"[1388,2432]","[1398,2442]","[5,6,1391,2436]","[5,6,1391,2436]","[699.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,1085940,2327976,40310,16,"[0,255]",2445.555,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,28618,6886
E:\mercenary-rpg\asset_work\character_sources\R_r_catkin_rope_runner_lulu_줄타기_연락병_루루_0001_transparent.png,R_r_catkin_rope_runner_lulu_줄타기_연락병_루루_0001_transparent.png,644f8bd596d079ad289db24ae62462b68f0c3d67079286d9844e2986b8ce8435,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_catkin_rope_runner_lulu_줄타기_연락병_루루_0001_transparent.png,a8f11c86e4d2ab1cb28d45792e0bf529f73db23610b0df352f13d9ced98b0637,"[1664,2432]","[312,65,1440,2383]",1.0,"[1128,2318]","[1140,2328]","[6,6,1134,2322]","[6,6,1134,2322]","[570.0,2322.0]",0.5,0.9974226804123711,16,16,16,16,986472,1667448,52740,16,"[0,255]",2120.496,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,26348,223
E:\mercenary-rpg\asset_work\character_sources\R_r_centaur_archer_seira_활기병_세이라_0001_transparent.png,R_r_centaur_archer_seira_활기병_세이라_0001_transparent.png,9bd9208f632a812e896b333074b7735100b877c225d08058a06b3b63d6826f6e,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_centaur_archer_seira_활기병_세이라_0001_transparent.png,1880d0e61ae3258547d1180c6c79ff126db9b1b6b8e0dfc2fafcf065ac07ba19,"[1664,2432]","[6,30,1573,2383]",1.0,"[1567,2353]","[1578,2364]","[5,7,1571,2359]","[5,7,1571,2359]","[789.0,2359.0]",0.5,0.9978849407783418,16,16,16,16,1432800,2297592,57207,16,"[0,255]",3211.319,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,38072,1746
E:\mercenary-rpg\asset_work\character_sources\R_r_centaur_cartway_escort_colin_수레길_호송꾼_콜린_0001_transparent.png,R_r_centaur_cartway_escort_colin_수레길_호송꾼_콜린_0001_transparent.png,28dd31b9573d08a4b4b5fdcd2de953af4866c254957318070cd3df0b70d8310a,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_centaur_cartway_escort_colin_수레길_호송꾼_콜린_0001_transparent.png,702a416d15d0ac08ffdd77c6d2099f0b02c67903cae6b5d29396688efff11e40,"[1664,2432]","[78,65,1547,2369]",1.0,"[1469,2304]","[1482,2316]","[6,8,1475,2312]","[6,8,1475,2312]","[741.0,2312.0]",0.5,0.998272884283247,16,16,16,16,1312368,2119944,45479,16,"[0,255]",2960.865,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,34775,727
E:\mercenary-rpg\asset_work\character_sources\R_r_centaur_late_delivery_captain_rona_지각배송_대장_로나_0001_transparent.png,R_r_centaur_late_delivery_captain_rona_지각배송_대장_로나_0001_transparent.png,656b5726be7f55186c6631f324281753c59016c4ddbe930638af022eda19eda1,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_centaur_late_delivery_captain_rona_지각배송_대장_로나_0001_transparent.png,90dcbbe6dd332c40d2cd936fbced2e6c5c7245b4a224ceaaf134ee8c347d9c49,"[1664,2432]","[30,65,1632,2398]",1.0,"[1602,2333]","[1614,2346]","[6,9,1608,2342]","[6,9,1608,2342]","[807.0,2342.0]",0.5,0.9982949701619779,16,16,16,16,1311156,2475288,33795,16,"[0,255]",2996.955,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,34404,882
E:\mercenary-rpg\asset_work\character_sources\R_r_centaur_road_tax_collector_marek_길목_통행세_징수원_마렉_0001_transparent.png,R_r_centaur_road_tax_collector_marek_길목_통행세_징수원_마렉_0001_transparent.png,1cf92ff89c56f76e2f5248123f0fde8ab975ef68ce5586513524e1d713312b21,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_centaur_road_tax_collector_marek_길목_통행세_징수원_마렉_0001_transparent.png,48fc35df314b017690ab91c23aee11a697e50f6158dcc19c83e84d18a2536411,"[1664,2432]","[95,27,1521,2411]",1.0,"[1426,2384]","[1434,2394]","[4,6,1430,2388]","[4,6,1430,2388]","[717.0,2388.0]",0.5,0.9974937343358395,16,16,16,16,1188372,2244624,25937,16,"[0,255]",2628.938,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,29653,1584
E:\mercenary-rpg\asset_work\character_sources\R_r_deerkin_forest_shield_rania_숲방패_라니아_0001_transparent.png,R_r_deerkin_forest_shield_rania_숲방패_라니아_0001_transparent.png,7fe535eb89eef5307b6f0f5f83c776f5cf4efc81e078f8b8a4f7f2b77a2190d4,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_deerkin_forest_shield_rania_숲방패_라니아_0001_transparent.png,6621dcd6f880db94e01ee1f1bd368997abb5c80320fc3df748f89f2a0bf775f7,"[1664,2432]","[191,0,1515,2428]",1.0,"[1324,2428]","[1332,2436]","[4,4,1328,2432]","[4,4,1328,2432]","[666.0,2432.0]",0.5,0.9983579638752053,16,16,16,16,1345008,1899744,67242,16,"[0,255]",2889.433,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,36188,96
E:\mercenary-rpg\asset_work\character_sources\R_r_deerkin_route_blesser_elda_길안전_축복사_엘다_0001_transparent.png,R_r_deerkin_route_blesser_elda_길안전_축복사_엘다_0001_transparent.png,99a9af692b5a88b07e4a8ec437d42e4aa29d51ec33f881fc20a3613a39ee9f4b,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_deerkin_route_blesser_elda_길안전_축복사_엘다_0001_transparent.png,18481b3ff593d5322c7c8914e5fba5d03681e3394ad13b5bdde5afac82d803f5,"[1664,2432]","[324,0,1307,2428]",1.0,"[983,2428]","[996,2436]","[6,4,989,2432]","[6,4,989,2432]","[498.0,2432.0]",0.5,0.9983579638752053,16,16,16,16,880824,1545432,58439,16,"[0,255]",2056.947,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,23518,580
E:\mercenary-rpg\asset_work\character_sources\R_r_demon_mark_caster_belika_표식술사_벨리카_0001_transparent.png,R_r_demon_mark_caster_belika_표식술사_벨리카_0001_transparent.png,91e56d4806d7ddaec952f6662c12329ac34db181006d774f34431617cf6e6c1a,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_demon_mark_caster_belika_표식술사_벨리카_0001_transparent.png,6075d5d7cf8b2275f0c0da2fb379f00f16611cbde964cd5b979adb45fdc0ebc5,"[1664,2432]","[196,19,1593,2418]",1.0,"[1397,2399]","[1410,2412]","[6,15,1403,2408]","[6,15,1403,2408]","[705.0,2408.0]",0.5,0.9983416252072969,16,16,16,16,1394934,2005986,48557,16,"[0,255]",3028.247,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,37169,1048
E:\mercenary-rpg\asset_work\character_sources\R_r_demonkin_axe_guard_karna_도끼병_카르나_0001_transparent.png,R_r_demonkin_axe_guard_karna_도끼병_카르나_0001_transparent.png,68b7dc80287a8fa31bd529bb557f3a01309b14723b05db9cf269b819b784b809,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_demonkin_axe_guard_karna_도끼병_카르나_0001_transparent.png,b8937cd31e82fa06e77d53425765bff0e3b784cc6a812708d1164e744c0925ef,"[1664,2432]","[0,28,1619,2376]",1.0,"[1619,2348]","[1632,2358]","[6,6,1625,2352]","[6,6,1625,2352]","[816.0,2352.0]",0.5,0.9974554707379135,16,16,16,16,1591482,2256774,23671,16,"[0,255]",3698.241,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,42247,232
E:\mercenary-rpg\asset_work\character_sources\R_r_dragonblood_spear_lavia_창병_라비아_0001_transparent.png,R_r_dragonblood_spear_lavia_창병_라비아_0001_transparent.png,2dff4657ed19afb06f9d2f63379bc5dfb3a0a45773dd6cd6e7a9a60ed2105f76,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_dragonblood_spear_lavia_창병_라비아_0001_transparent.png,852eec497e8d9e0ead77229af9524b721b32080d72dceb6874047318fd6c7da5,"[1664,2432]","[16,0,1608,2419]",1.0,"[1592,2419]","[1602,2430]","[5,7,1595,2425]","[5,7,1595,2425]","[801.0,2425.0]",0.5,0.9979423868312757,16,16,16,16,1049616,2843244,58863,16,"[0,255]",2766.096,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,27606,1235
E:\mercenary-rpg\asset_work\character_sources\R_r_dragonkin_ember_guard_karna_불씨_경비병_카르나_0001_transparent.png,R_r_dragonkin_ember_guard_karna_불씨_경비병_카르나_0001_transparent.png,a5bfff46155cb1f02c33f1e1c6a17d3a6ea270161cc2d1064069dfec8cec12f1,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_dragonkin_ember_guard_karna_불씨_경비병_카르나_0001_transparent.png,8d3b7871f44f8273922409904ee2ef5d4f401d6b043272107d9eed066759fed4,"[1664,2432]","[181,46,1419,2389]",1.0,"[1238,2343]","[1248,2352]","[5,5,1241,2345]","[5,5,1241,2345]","[624.0,2345.0]",0.5,0.9970238095238095,16,16,16,16,1143540,1791756,38956,16,"[0,255]",2661.0,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,30390,743
E:\mercenary-rpg\asset_work\character_sources\R_r_dragonkin_tail_lancer_serna_꼬리창병_세르나_0001_transparent.png,R_r_dragonkin_tail_lancer_serna_꼬리창병_세르나_0001_transparent.png,639211a9986ce34487f6cba1f5471049051afb06e2c471a5c27086af715d9cb4,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_dragonkin_tail_lancer_serna_꼬리창병_세르나_0001_transparent.png,21df3628b618ccd3f16fc7deff0ba8df560d1ef0ac0c9fc02c6d2c98395fdc3a,"[1664,2432]","[71,10,1575,2424]",1.0,"[1504,2414]","[1512,2424]","[4,6,1508,2418]","[4,6,1508,2418]","[756.0,2418.0]",0.5,0.9975247524752475,16,16,16,16,1097724,2567364,54282,16,"[0,255]",2760.153,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,29167,1128
E:\mercenary-rpg\asset_work\character_sources\R_r_dwarf_apothecary_brixa_약제조수_브릭사_0001_transparent.png,R_r_dwarf_apothecary_brixa_약제조수_브릭사_0001_transparent.png,a838672c213f6d8ede8578807b815dd2caab7f1b74b71985d4d020022df19e53,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_dwarf_apothecary_brixa_약제조수_브릭사_0001_transparent.png,25ab1e55a0ef071a70388cb2d609c8b2261ee1315bab715a020552ae4c0c64b7,"[1664,2432]","[263,36,1526,2432]",1.0,"[1263,2396]","[1272,2406]","[4,6,1264,2400]","[4,6,1264,2400]","[636.0,2400.0]",0.5,0.9975062344139651,16,16,16,16,1240668,1819764,59523,16,"[0,255]",2832.937,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,33375,498
E:\mercenary-rpg\asset_work\character_sources\R_r_dwarf_armor_mender_tilda_방어구_수선공_틸다_0001_transparent.png,R_r_dwarf_armor_mender_tilda_방어구_수선공_틸다_0001_transparent.png,4d5f03e37e81aae031b426288c1fe1ebc5983d4db38f5df1fa3fb82c6e37dcf4,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_dwarf_armor_mender_tilda_방어구_수선공_틸다_0001_transparent.png,5c465b1fffe7be3a61f4770895ad59581007d259129fbc35eb42879903210671,"[1664,2432]","[361,51,1313,2386]",1.0,"[952,2335]","[960,2346]","[4,7,956,2341]","[4,7,956,2341]","[480.0,2341.0]",0.5,0.9978687127024722,16,16,16,16,1331712,920448,44831,16,"[0,255]",2903.709,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,34994,1618
E:\mercenary-rpg\asset_work\character_sources\R_r_dwarf_blackledger_calculator_griselda_검은장부_계산원_그리젤다_0001_transparent.png,R_r_dwarf_blackledger_calculator_griselda_검은장부_계산원_그리젤다_0001_transparent.png,7c7cd672b28df6d4eb16e94e97b820847579864fd62a0a157aba15f52138204e,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_dwarf_blackledger_calculator_griselda_검은장부_계산원_그리젤다_0001_transparent.png,4bbb983c0414793c9fe4a23179ac1b1e90177eea0dce4d7c0bdfea0c30697d4d,"[1664,2432]","[259,54,1295,2395]",1.0,"[1036,2341]","[1044,2352]","[4,7,1040,2347]","[4,7,1040,2347]","[522.0,2347.0]",0.5,0.997874149659864,16,16,16,16,1145436,1310052,37286,16,"[0,255]",2677.579,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,30679,529
E:\mercenary-rpg\asset_work\character_sources\R_r_dwarf_heavy_gunner_greta_중갑총수_그레타_0001_transparent.png,R_r_dwarf_heavy_gunner_greta_중갑총수_그레타_0001_transparent.png,0b9964f9fbbcf2091aca0d9e7371b20d212677d0c7ffe9370a6b582848df8f4d,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_dwarf_heavy_gunner_greta_중갑총수_그레타_0001_transparent.png,6b76a5dc14d6d5fc339256d1a27ca4055aac72b1989d6e665bb10c756720b406,"[1664,2432]","[263,39,1421,2399]",1.0,"[1158,2360]","[1170,2370]","[6,6,1164,2364]","[6,6,1164,2364]","[585.0,2364.0]",0.5,0.9974683544303797,16,16,16,16,1503864,1269036,48975,16,"[0,255]",3160.801,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,39932,4141
E:\mercenary-rpg\asset_work\character_sources\R_r_dwarf_maintenance_boss_bron_정비반장_브론_0001_transparent.png,R_r_dwarf_maintenance_boss_bron_정비반장_브론_0001_transparent.png,508f9ad51bc1659e1c4cba3f7db2a19329dbfab71070b509fd07a996a6f4d992,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_dwarf_maintenance_boss_bron_정비반장_브론_0001_transparent.png,070eac6fc1d5da35fc395c3a289659745689e4137ca49ad32370112a441baccf,"[1664,2432]","[0,31,1657,2383]",1.0,"[1657,2352]","[1668,2364]","[5,8,1661,2360]","[5,8,1661,2360]","[834.0,2360.0]",0.5,0.9983079526226735,16,16,16,16,2196756,1746396,56184,16,"[0,255]",4495.409,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,59659,971
E:\mercenary-rpg\asset_work\character_sources\R_r_dwarf_receipt_forger_borin_영수증_위조감별사_보린_0001_transparent.png,R_r_dwarf_receipt_forger_borin_영수증_위조감별사_보린_0001_transparent.png,604d8ee21a133805b18a360d8c7ed71a3a4ec373b7df694d05ca2b078a9bfe58,False,website_master,True,,WARNING,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_dwarf_receipt_forger_borin_영수증_위조감별사_보린_0001_transparent.png,c27a72abc7999f0d83e580781cf34facefa6c07752c188730ab919eb9f8f0347,"[1664,2432]","[349,0,1474,2432]",1.0,"[1125,2432]","[1134,2442]","[4,6,1126,2436]","[4,6,1126,2436]","[567.0,2436.0]",0.5,0.9975429975429976,16,16,16,16,1370916,1398312,47251,16,"[0,255]",2795.928,"[""BOUNDING_BOX_TOUCHES_EDGE""]",,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,37026,1053
E:\mercenary-rpg\asset_work\character_sources\R_r_dwarf_rivet_inspector_dalia_리벳_검수관_달리아_0001_transparent.png,R_r_dwarf_rivet_inspector_dalia_리벳_검수관_달리아_0001_transparent.png,853406ab02068308e0d04d03d3628b00b02a427321efe9c0379464f795fbdeb5,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_dwarf_rivet_inspector_dalia_리벳_검수관_달리아_0001_transparent.png,7a82c3e503961ed6377af818f90cfc5dafd344db228ed3f859a7dc2bd8b0a84e,"[1664,2432]","[236,118,1385,2354]",1.0,"[1149,2236]","[1158,2244]","[4,4,1150,2240]","[4,4,1150,2240]","[579.0,2240.0]",0.5,0.9982174688057041,16,16,16,16,1216488,1382064,39180,16,"[0,255]",2598.059,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,32164,706
E:\mercenary-rpg\asset_work\character_sources\R_r_elf_debt_leader_elion_추심조장_엘리온_0001_transparent.png,R_r_elf_debt_leader_elion_추심조장_엘리온_0001_transparent.png,12fe5d6633c2a6077f98592aa1abec271c4d579a495482f61e990a0af803aacf,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_elf_debt_leader_elion_추심조장_엘리온_0001_transparent.png,6afdfd1361852e837ebf9b299b1310ae7e2c4ab383f9db9fd554c73a0a129d6a,"[1664,2432]","[137,53,1462,2391]",1.0,"[1325,2338]","[1338,2346]","[6,4,1331,2338]","[6,4,1331,2338]","[669.0,2338.0]",0.5,0.9965899403239556,16,16,16,16,1472730,1666218,54425,16,"[0,255]",3076.523,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,39188,1144
E:\mercenary-rpg\asset_work\character_sources\R_r_elf_herb_appraiser_serina_약초감별사_세리나_0001_transparent.png,R_r_elf_herb_appraiser_serina_약초감별사_세리나_0001_transparent.png,1903cf008dfea69408354d371d57e5ccf66123daa4496c344226b614b8b94a69,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_elf_herb_appraiser_serina_약초감별사_세리나_0001_transparent.png,60cbe7583dba0cda36931f747e3b6d35d83b5de879b1b2f969b977330a646ffa,"[1664,2432]","[243,63,1390,2407]",1.0,"[1147,2344]","[1158,2352]","[5,4,1151,2348]","[5,4,1151,2348]","[579.0,2348.0]",0.5,0.9982993197278912,16,16,16,16,1175172,1548444,44975,16,"[0,255]",2557.034,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,32100,296
E:\mercenary-rpg\asset_work\character_sources\R_r_elf_old_map_reader_teria_낡은지도_독해가_테리아_0001_transparent.png,R_r_elf_old_map_reader_teria_낡은지도_독해가_테리아_0001_transparent.png,ca0c9005e3f9fb3cacdf943e68de5aeb356e1c2bc58dec37d402a8c07b850738,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_elf_old_map_reader_teria_낡은지도_독해가_테리아_0001_transparent.png,29fe67e5d903559ae50eb77a8234e73d1439917c9dae87d4d6233fe63e1a2de1,"[1664,2432]","[142,57,1575,2402]",1.0,"[1433,2345]","[1446,2358]","[6,9,1439,2354]","[6,9,1439,2354]","[723.0,2354.0]",0.5,0.998303647158609,16,16,16,16,1315902,2093766,46896,16,"[0,255]",2774.282,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,35608,347
E:\mercenary-rpg\asset_work\character_sources\R_r_elf_rain_gutter_scout_lyria_빗물받이_정찰꾼_리리아_0001_transparent.png,R_r_elf_rain_gutter_scout_lyria_빗물받이_정찰꾼_리리아_0001_transparent.png,10a4f67a7ddc89dc5e39aacd6525f828faed835168b72a3a870f8675c8e917d6,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_elf_rain_gutter_scout_lyria_빗물받이_정찰꾼_리리아_0001_transparent.png,1fd4e116aaf6b35ce25bea0996f54d8d923d2b68642b32e7c2de44fe86183143,"[1664,2432]","[190,58,1506,2380]",1.0,"[1316,2322]","[1326,2334]","[5,8,1319,2330]","[5,8,1319,2330]","[663.0,2330.0]",0.5,0.998286203941731,16,16,16,16,1244340,1850544,61443,16,"[0,255]",2661.119,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,33562,2107
E:\mercenary-rpg\asset_work\character_sources\R_r_elf_sniper_isila_저격수_이실라_0001_transparent.png,R_r_elf_sniper_isila_저격수_이실라_0001_transparent.png,c89c561abea0bbce422ecab0bf9b4dd34256e636607ecffda9fc1c673e8c2736,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_elf_sniper_isila_저격수_이실라_0001_transparent.png,8aacdaabbf1e4c1187c19f1d1565ed0210357b3a2bc77519d41ec12182a870b6,"[1664,2432]","[6,46,1654,2430]",1.0,"[1648,2384]","[1656,2394]","[4,6,1652,2388]","[4,6,1652,2388]","[828.0,2388.0]",0.5,0.9974937343358395,16,16,16,16,1305420,2659044,54188,16,"[0,255]",2938.958,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,35531,488
E:\mercenary-rpg\asset_work\character_sources\R_r_fairy_lamp_inspector_piri_등불_점검관_피리_0001_transparent.png,R_r_fairy_lamp_inspector_piri_등불_점검관_피리_0001_transparent.png,a1115190db99eb1989cd507b08e1c48589fdcff0b66dc3c280e6a0aea6336f70,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_fairy_lamp_inspector_piri_등불_점검관_피리_0001_transparent.png,1f3541b273c1cd8d7b7715fc8a79b68a1b11e1b4014dd198001ef4cd993972e6,"[1664,2432]","[157,57,1560,2369]",1.0,"[1403,2312]","[1416,2322]","[6,6,1409,2316]","[6,6,1409,2316]","[708.0,2316.0]",0.5,0.9974160206718347,16,16,16,16,1131210,2156742,53298,16,"[0,255]",2661.498,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,30121,431
E:\mercenary-rpg\asset_work\character_sources\R_r_fairy_wax_seal_clerk_mel_밀랍봉인_서기_멜_0001_transparent.png,R_r_fairy_wax_seal_clerk_mel_밀랍봉인_서기_멜_0001_transparent.png,90aa82df3d923825f362fa5a0cd976af3b3433b1220bd177150683408baa095d,False,website_master,True,,PASS,,E:\mercenary-rpg\asset_work\character_pixelized\website_master\R_r_fairy_wax_seal_clerk_mel_밀랍봉인_서기_멜_0001_transparent.png,5f731ef6c69050c26d3be66f80056773fc4ffee66d76e33bc90f3bb191f72a1a,"[1664,2432]","[200,58,1482,2405]",1.0,"[1282,2347]","[1290,2358]","[4,7,1286,2353]","[4,7,1286,2353]","[645.0,2353.0]",0.5,0.9978795589482612,16,16,16,16,1049916,1991904,61368,16,"[0,255]",2433.493,[],,mercenary-pixel-convert-1.0.0,d9f65e9f487237e86a6f80df6c266cc1226f40a6935d8f746867e0be08b4e8ce,high,1.35,28197,386
